ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
02,ALASKA,AK,02188,Northwest Arctic,02188000100,"Census Tract 1, Northwest Arctic Borough, Alaska",35392.65205611122,4446,25,1516,57,918,52,1357,142,441,39,15925,1494,523,59,287,65,1738,58,457,66,210,36,4238,64,8,34,10,5,4,7,425,41,802,53,158,52,30.6,3.2,27.0,2.3,15925.0,1494.0,23.2,2.6,6.5,1.5,39.1,1.3,10.3,1.5,22.9,3.8,95.3,1.3,0.2,0.9,0.7,0.3,0.3,0.5,46.3,3.6,87.4,2.4,3.6,1.2,0.9699,0.994,0.9818,0.994,3.9397,0.9879,0.0843,0.988,0.3193,0.9759,2.3675,0.747,0.988,0.2289,1.2169,0.6446,0.3313,0.1697,0.988,0.9939,0.7108,3.1937,0.8121,10.7178,0.9329,1,1,1,1,4,0,1,0,1,2,1,0,1,0,0,1,1,0,2,9,1259,92,28.3,2.1,3600
02,ALASKA,AK,02070,Dillingham,02070000100,"Census Tract 1, Dillingham Census Area, Alaska",18173.182392928506,2660,169,1370,49,624,53,595,90,192,31,16957,2970,232,28,177,22,870,58,265,36,103,19,2447,205,23,36,1,9,9,10,209,27,422,38,208,146,22.5,3.4,18.2,3.7,16957.0,2970.0,15.8,2.3,6.7,0.8,32.7,0.7,10.0,1.3,16.5,2.7,92.0,5.1,1.0,1.5,0.1,0.7,0.7,0.7,33.5,3.4,67.6,3.8,7.8,5.5,0.9157,0.9458,0.9758,0.9398,3.7771,0.9636,0.1145,0.9398,0.2892,0.8795,2.223,0.6627,0.9759,0.5663,1.5422,0.8313,0.1566,0.2364,0.9699,0.9758,0.8434,3.1821,0.8061,10.7244,0.939,1,1,1,1,4,0,1,0,0,1,1,0,1,0,0,1,1,0,2,8,715,87,26.9,3.1,2112
02,ALASKA,AK,02290,Yukon-Koyukuk,02290000100,"Census Tract 1, Yukon-Koyukuk Census Area, Alaska",40171.247717044076,1111,97,1004,35,432,36,363,57,129,23,20726,2644,133,28,137,36,303,44,145,32,74,19,969,110,0,36,0,12,26,12,87,26,279,28,49,27,33.2,4.6,24.2,4.1,20726.0,2644.0,18.7,3.6,12.3,3.2,27.3,3.2,13.3,2.8,17.1,4.4,87.2,6.3,0.0,3.5,0.0,1.3,2.6,1.2,20.1,5.8,64.6,5.4,4.4,2.4,0.988,0.9759,0.9455,0.9639,3.8733,0.9758,0.6084,0.7108,0.5904,0.8855,2.7951,0.9157,0.9458,0.0,0.9458,0.4819,0.0,0.4848,0.9398,0.9576,0.747,3.1292,0.7758,10.7434,0.9451,1,1,1,1,4,0,0,0,0,0,1,0,1,0,0,1,1,0,2,7,286,53,26.2,3.6,1051
02,ALASKA,AK,02188,Northwest Arctic,02188000200,"Census Tract 2, Northwest Arctic Borough, Alaska",255.790154526562,3288,25,1225,62,942,61,564,115,164,44,33108,2894,236,47,309,83,982,64,322,97,193,39,2654,64,32,43,177,30,33,16,241,38,420,60,193,114,17.5,3.6,10.2,2.6,33108.0,2894.0,12.2,2.4,9.4,2.5,29.9,1.9,9.9,2.9,20.5,4.0,80.7,1.9,1.1,1.4,14.4,2.4,2.7,1.3,25.6,3.7,44.6,5.1,5.9,3.5,0.8494,0.7349,0.5576,0.8313,2.9732,0.8303,0.3434,0.8675,0.2771,0.9398,2.4278,0.7952,0.9096,0.5843,1.4939,0.8012,0.8133,0.4909,0.9518,0.9333,0.7651,3.9544,0.9758,10.8493,0.9512,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,2,4,865,98,26.5,3.0,4233
02,ALASKA,AK,02290,Yukon-Koyukuk,02290000300,"Census Tract 3, Yukon-Koyukuk Census Area, Alaska",33810.15259573128,1876,87,1034,33,648,39,449,65,204,27,20567,1866,156,23,239,35,549,47,279,32,105,22,1613,99,3,33,2,9,9,6,125,19,344,30,29,40,24.0,3.3,22.8,2.6,20567.0,1866.0,13.5,2.0,12.7,1.9,29.3,2.1,14.9,1.7,16.2,3.3,86.0,3.5,0.2,2.0,0.2,0.9,0.9,0.6,19.3,2.8,53.1,3.8,1.5,2.1,0.9337,0.9639,0.9515,0.8855,3.7346,0.9576,0.6506,0.8434,0.7169,0.8554,3.0663,0.988,0.9337,0.2289,1.1626,0.6024,0.1928,0.2667,0.9337,0.9455,0.5482,2.8869,0.6303,10.8504,0.9573,1,1,1,0,3,0,0,0,0,0,1,0,1,0,0,1,1,0,2,6,573,54,30.5,2.7,1673
02,ALASKA,AK,02020,Anchorage,02020000600,"Census Tract 6, Anchorage Municipality, Alaska",1.486874168776,6616,1005,2608,187,2166,249,1689,548,301,152,19063,2820,396,178,615,235,2212,608,826,259,445,158,4562,1123,217,173,369,145,0,13,267,142,274,140,213,214,26.5,8.2,10.2,5.3,19063.0,2820.0,10.2,4.3,9.3,3.7,33.4,7.7,12.7,3.8,20.5,6.9,69.0,13.4,3.6,2.9,14.1,5.5,0.0,0.8,12.3,6.4,12.7,6.2,3.2,3.2,0.9398,0.7349,0.9697,0.7169,3.3613,0.897,0.3373,0.9458,0.5241,0.9398,2.747,0.9036,0.8434,0.8916,1.735,0.9398,0.8012,0.0,0.8795,0.7394,0.6867,3.1068,0.7576,10.9501,0.9634,1,0,1,0,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,4,1092,421,16.8,6.1,6549
02,ALASKA,AK,02290,Yukon-Koyukuk,02290000200,"Census Tract 2, Yukon-Koyukuk Census Area, Alaska",40003.53794497769,1450,111,1237,53,470,53,271,74,78,25,27875,2393,132,52,265,77,378,47,239,61,51,15,839,139,2,34,16,10,83,17,48,13,151,18,207,121,19.0,5.0,10.7,3.8,27875.0,2393.0,13.2,5.1,18.3,5.2,26.1,2.6,16.6,4.1,10.9,3.1,57.9,8.6,0.1,2.6,1.3,0.9,6.7,1.3,10.2,2.6,32.1,4.9,14.3,8.3,0.8735,0.7831,0.7758,0.8735,3.3059,0.8909,0.8916,0.6265,0.8313,0.6867,3.0361,0.9759,0.8193,0.1627,0.982,0.5181,0.3916,0.7636,0.8373,0.9152,0.9157,3.8234,0.9636,11.1474,0.9695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,395,51,27.4,3.6,2113
02,ALASKA,AK,02158,Kusilvak,02158000100,"Census Tract 1, Kusilvak Census Area, Alaska",17073.904041207443,8198,0,2225,55,1692,63,3296,147,849,59,12578,1809,880,54,456,22,3320,20,902,69,434,44,7900,13,87,92,12,12,30,10,835,58,1485,54,269,179,40.5,1.8,28.9,2.0,12578.0,1809.0,22.3,1.4,5.6,0.3,40.5,0.2,11.0,0.8,25.7,2.5,96.4,0.2,1.2,1.3,0.5,0.6,1.3,0.5,49.3,2.9,87.8,1.4,3.3,2.2,1.0,1.0,0.9939,0.988,3.9819,1.0,0.0542,0.994,0.3614,1.0,2.4096,0.7771,0.994,0.6145,1.6085,0.8675,0.2771,0.3333,1.0,1.0,0.6988,3.3092,0.8606,11.3092,0.9756,1,1,1,1,4,0,1,0,1,2,1,0,1,0,0,1,1,0,2,9,1726,109,21.1,1.3,7731
02,ALASKA,AK,02020,Anchorage,02020000703,"Census Tract 7.03, Anchorage Municipality, Alaska",1.080575559258,5621,715,2028,120,1849,187,1257,599,394,221,21420,3469,286,172,586,191,1741,390,794,239,395,182,4014,836,10,49,205,123,223,169,184,122,307,174,157,136,22.8,10.9,13.4,6.8,21420.0,3469.0,9.1,4.9,10.4,3.0,31.0,5.7,14.5,4.0,21.4,9.6,71.4,11.8,0.2,1.0,10.1,6.1,11.0,8.2,10.0,6.5,16.6,8.7,2.8,2.4,0.9277,0.8675,0.9394,0.6325,3.3671,0.903,0.4398,0.8976,0.6988,0.9578,2.994,0.9699,0.8614,0.2289,1.0903,0.5723,0.7651,0.8788,0.8313,0.7879,0.6566,3.9197,0.9697,11.3711,0.9817,1,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,973,344,17.8,5.9,3513
02,ALASKA,AK,02050,Bethel,02050000100,"Census Tract 1, Bethel Census Area, Alaska",21345.938548816193,10209,116,2820,128,2199,136,3685,212,924,71,11994,1398,1311,99,738,55,3938,150,1281,92,347,37,9974,223,295,68,2,15,28,13,1045,71,1834,121,358,344,36.4,2.1,25.2,2.2,11994.0,1398.0,25.3,1.7,7.2,0.5,38.6,1.4,12.6,0.9,15.8,1.4,97.7,1.9,3.3,0.8,0.1,0.5,1.0,0.5,47.5,1.3,83.4,1.6,3.5,3.4,0.994,0.9819,1.0,1.0,3.9759,0.9939,0.1325,0.9759,0.5181,0.8494,2.4759,0.8133,1.0,0.8795,1.8795,0.988,0.1566,0.2848,0.994,0.9818,0.7048,3.122,0.7697,11.4533,0.9878,1,1,1,1,4,0,1,0,0,1,1,0,1,0,0,1,1,0,2,8,2202,143,21.6,1.4,7810
02,ALASKA,AK,02180,Nome,02180000100,"Census Tract 1, Nome Census Area, Alaska",22234.989807505965,5840,81,2153,76,1513,81,1839,150,534,48,15229,1847,637,107,418,32,2155,80,693,43,344,37,5553,128,117,190,13,13,28,13,626,51,1306,67,264,176,31.9,2.7,23.5,2.6,15229.0,1847.0,21.2,3.9,7.2,0.6,36.9,1.3,12.0,0.8,22.7,2.1,95.1,1.8,2.2,3.6,0.6,0.6,1.3,0.6,41.4,2.5,86.3,1.7,4.5,3.0,0.9819,0.9699,0.9879,0.9759,3.9156,0.9818,0.1325,0.9699,0.4578,0.9699,2.5301,0.8434,0.9819,0.747,1.7289,0.9277,0.3133,0.3333,0.9819,0.9879,0.753,3.3694,0.8848,11.544,0.9939,1,1,1,1,4,0,1,0,1,2,1,0,1,0,0,1,1,0,2,9,1509,134,26.0,2.2,4671
02,ALASKA,AK,02020,Anchorage,02020000901,"Census Tract 9.01, Anchorage Municipality, Alaska",1.72490103245,5023,470,1641,72,1428,105,1363,434,293,168,22963,7068,523,170,283,82,1340,283,551,156,330,106,3828,515,301,139,287,100,264,74,259,96,233,94,797,156,31.8,8.8,13.6,7.4,22963.0,7068.0,17.6,5.0,5.6,1.7,26.7,5.0,12.9,3.6,23.1,7.3,76.2,7.4,6.6,3.0,17.5,6.1,16.1,4.6,18.1,6.6,16.3,6.3,15.9,2.7,0.9759,0.8795,0.897,0.9578,3.7102,0.9515,0.0542,0.6747,0.5482,0.988,2.2651,0.6988,0.8795,0.9518,1.8313,0.9759,0.8675,0.9273,0.9217,0.7818,0.9337,4.432,1.0,12.2386,1.0,1,0,0,1,2,0,0,0,1,1,0,1,1,0,1,1,0,1,3,7,781,232,18.3,5.4,8152
