ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
02,ALASKA,AK,02185,North Slope,02185000300,"Census Tract 3, North Slope Borough, Alaska",3172.198062435178,2842,594,0,9,0,9,33,50,0,9,101852,11255,63,49,132,55,0,9,212,91,0,12,517,798,0,36,0,12,0,9,0,12,0,9,2842,594,1.2,1.7,0.0,0.7,101852.0,11255.0,2.3,1.9,4.6,1.5,0.0,0.3,7.5,3.3,0.0,-999.0,18.2,27.8,0.0,1.3,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,100.0,0.0,0.012,0.0,0.0,0.0843,0.0963,0.0,0.0361,0.0,0.1386,0.0,0.1747,0.0,0.1506,0.0,0.1506,0.0361,0.0,-999.0,0.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,-999,1,-999,-999,239,139,8.4,4.3,7849
02,ALASKA,AK,02198,Prince of Wales-Hyder,02198000300,"Census Tract 3, Prince of Wales-Hyder Census Area, Alaska",197.915687129674,15,22,54,33,15,22,0,9,0,9,-999,-999,0,9,15,22,0,9,0,9,0,12,0,31,0,36,0,12,8,12,0,12,0,9,0,9,0.0,60.1,0.0,60.1,-999.0,-999.0,0.0,60.1,100.0,60.1,0.0,60.0,0.0,60.1,0.0,84.7,0.0,207.3,0.0,240.0,0.0,23.5,14.8,24.5,0.0,84.7,0.0,60.1,0.0,60.0,0.0,0.0,-999.0,0.0,-999.0,-999.0,1.0,0.0,0.0,0.0,1.0,0.0422,0.0,0.0,0.0,0.0,0.0,0.9212,0.0,0.0,0.0,0.9212,0.0303,-999.0,-999.0,0,0,-999,0,-999,1,0,0,0,1,0,0,0,0,1,0,0,0,1,-999,0,9,0.0,60.1,20
02,ALASKA,AK,02020,Anchorage,02020002900,"Census Tract 29, Anchorage Municipality, Alaska",543.081872003238,2349,473,1869,75,984,162,78,72,12,18,52215,8595,47,60,104,63,371,234,169,131,10,22,397,674,3,35,186,100,0,9,24,27,9,15,28,23,3.3,3.0,0.7,1.0,52215.0,8595.0,2.9,3.8,4.4,2.9,15.8,9.4,7.2,5.5,1.0,2.3,16.9,28.5,0.1,1.6,10.0,5.4,0.0,1.1,2.4,2.8,0.9,1.5,1.2,0.9,0.0843,0.012,0.0606,0.1265,0.2834,0.0182,0.0301,0.0843,0.1205,0.0181,0.253,0.006,0.1265,0.1627,0.2892,0.0723,0.753,0.0,0.2169,0.0667,0.5,1.5366,0.1576,2.3622,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,225,11.6,9.0,2105
02,ALASKA,AK,02020,Anchorage,02020002823,"Census Tract 28.23, Anchorage Municipality, Alaska",33.09181399888,5384,345,2009,74,1872,101,72,64,104,75,74251,9244,110,59,648,145,1455,193,382,117,36,38,898,482,21,54,0,18,26,32,25,22,37,31,0,13,1.3,1.2,3.6,2.6,74251.0,9244.0,2.9,1.6,12.0,2.7,27.0,3.1,7.1,2.1,1.9,2.0,16.7,8.9,0.4,1.1,0.0,0.9,1.3,1.6,1.3,1.2,2.0,1.7,0.0,0.2,0.0181,0.1566,0.0121,0.1265,0.3133,0.0242,0.5723,0.6928,0.1084,0.0301,1.4036,0.1687,0.1084,0.3855,0.4939,0.2108,0.0,0.3333,0.1145,0.2,0.0,0.6478,0.0182,2.8586,0.0061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,131,4.5,2.4,2599
02,ALASKA,AK,02020,Anchorage,02020002813,"Census Tract 28.13, Anchorage Municipality, Alaska",32.85670876904,4711,261,1795,42,1692,81,149,115,126,67,75621,8391,54,44,939,141,1047,180,409,94,69,39,881,381,16,39,0,12,0,9,28,27,15,18,5,5,3.2,2.4,4.9,2.5,75621.0,8391.0,1.6,1.3,19.9,2.9,22.2,3.6,8.7,1.9,4.1,2.3,18.7,8.0,0.4,0.9,0.0,0.7,0.0,1.1,1.7,1.6,0.9,1.0,0.1,0.1,0.0783,0.2952,0.0061,0.0482,0.4278,0.0545,0.9277,0.3675,0.1928,0.1084,1.5964,0.241,0.1627,0.3855,0.5482,0.241,0.0,0.0,0.1627,0.0667,0.0964,0.3258,0.0061,2.8982,0.0122,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,139,83,3.0,1.8,1721
02,ALASKA,AK,02020,Anchorage,02020000203,"Census Tract 2.03, Anchorage Municipality, Alaska",5.696205663322,11793,552,3752,89,3723,101,347,302,240,120,40312,3287,35,41,720,130,3749,369,742,211,254,124,2311,775,18,66,0,21,85,100,32,48,19,25,0,15,2.9,2.5,4.1,2.0,40312.0,3287.0,0.5,0.6,6.1,1.2,31.8,2.8,6.5,1.9,6.8,3.3,19.6,6.5,0.2,0.6,0.0,0.6,2.3,2.7,0.9,1.3,0.5,0.7,0.0,0.1,0.0663,0.2229,0.2303,0.012,0.5315,0.0606,0.0663,0.9217,0.0783,0.3253,1.3916,0.1627,0.2048,0.2289,0.4337,0.1446,0.0,0.4727,0.0783,0.0424,0.0,0.5934,0.0121,2.9502,0.0183,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,226,125,2.0,1.1,5186
02,ALASKA,AK,02020,Anchorage,02020002822,"Census Tract 28.22, Anchorage Municipality, Alaska",4.193612509922,3872,259,1447,62,1386,81,173,104,103,59,65032,8575,138,76,548,87,860,104,344,120,67,46,651,372,29,41,0,12,0,9,7,15,6,10,14,17,4.5,2.6,5.0,2.8,65032.0,8575.0,5.1,2.7,14.2,2.1,22.2,2.2,8.9,3.0,4.8,3.3,16.8,9.6,0.8,1.1,0.0,0.9,0.0,1.4,0.5,1.1,0.4,0.7,0.4,0.4,0.1506,0.3193,0.0242,0.3012,0.7953,0.1091,0.759,0.3675,0.2048,0.1627,1.494,0.1988,0.1205,0.5,0.6205,0.2952,0.0,0.0,0.0301,0.0242,0.2711,0.3254,0.0,3.2352,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,161,6.1,4.1,1931
02,ALASKA,AK,02020,Anchorage,02020002821,"Census Tract 28.21, Anchorage Municipality, Alaska",1.390720871104,5041,386,1675,36,1601,74,98,66,98,50,60281,6333,86,59,587,118,1408,273,355,97,143,76,1444,518,5,49,0,18,36,43,12,22,18,22,15,12,2.0,1.3,3.6,1.8,60281.0,6333.0,2.7,1.8,11.6,2.5,27.9,5.0,7.1,1.9,8.9,4.7,28.6,10.0,0.1,1.0,0.0,1.1,2.1,2.5,0.7,1.4,1.1,1.4,0.3,0.2,0.0361,0.1566,0.0424,0.1084,0.3435,0.0303,0.5542,0.753,0.1084,0.5241,1.9397,0.4217,0.4096,0.1627,0.5723,0.2651,0.0,0.4485,0.0663,0.097,0.1867,0.7985,0.0242,3.654,0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,142,6.8,2.8,3300
02,ALASKA,AK,02090,Fairbanks North Star,02090000900,"Census Tract 9, Fairbanks North Star Borough, Alaska",25.916796362644,5983,573,2786,159,2337,211,351,231,50,46,44335,6419,201,167,471,153,1728,352,138,95,156,89,1188,787,11,54,13,23,14,21,101,90,31,48,5,8,5.9,3.8,1.6,1.5,44335.0,6419.0,5.1,4.0,7.9,2.5,28.9,5.2,2.3,1.6,6.7,3.8,19.9,13.0,0.2,1.0,0.5,0.9,0.5,0.8,4.3,3.8,1.3,2.1,0.1,0.1,0.253,0.0422,0.1455,0.3012,0.7419,0.097,0.2048,0.8133,0.012,0.3133,1.3434,0.1145,0.2169,0.2289,0.4458,0.1566,0.2771,0.2,0.4337,0.1333,0.0964,1.1405,0.0727,3.6716,0.0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,317,10.0,5.3,1684
02,ALASKA,AK,02020,Anchorage,02020002812,"Census Tract 28.12, Anchorage Municipality, Alaska",5.71942159048,7910,445,2769,78,2663,108,359,340,82,76,60312,7589,32,36,769,132,2100,269,657,178,75,49,1699,627,118,124,41,29,12,19,17,30,55,32,85,48,4.6,4.2,1.9,1.8,60312.0,7589.0,0.6,0.7,9.7,1.7,26.5,3.1,8.4,2.3,2.8,1.9,21.5,7.8,1.6,1.7,1.5,1.1,0.4,0.7,0.6,1.1,2.1,1.2,1.1,0.6,0.1627,0.0542,0.0364,0.0181,0.2714,0.0121,0.3675,0.6566,0.1566,0.0602,1.2409,0.0843,0.247,0.6747,0.9217,0.4578,0.4096,0.1818,0.0482,0.2121,0.4699,1.3216,0.097,3.7556,0.0427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,239,6.9,3.0,5326
02,ALASKA,AK,02020,Anchorage,02020002603,"Census Tract 26.03, Anchorage Municipality, Alaska",0.999672904484,5647,497,2161,96,2093,120,141,121,106,77,46514,4341,231,147,506,153,1247,240,378,124,92,74,1855,616,121,95,0,18,25,37,35,38,29,34,59,104,2.5,2.1,3.0,2.1,46514.0,4341.0,5.8,3.7,9.0,2.6,22.1,3.8,6.8,2.0,4.4,3.6,32.8,10.5,2.3,1.8,0.0,0.9,1.2,1.7,1.7,1.9,1.4,1.6,1.0,1.8,0.0542,0.0904,0.103,0.3855,0.6331,0.0727,0.3133,0.3554,0.0904,0.1205,0.8796,0.0241,0.4699,0.7651,1.235,0.6627,0.0,0.3212,0.1627,0.1515,0.4518,1.0872,0.0606,3.8349,0.0488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,138,4.5,2.4,1879
02,ALASKA,AK,02122,Kenai Peninsula,02122000300,"Census Tract 3, Kenai Peninsula Borough, Alaska",1707.332348202396,1194,314,849,47,424,94,68,59,20,25,35432,8427,34,39,226,109,254,137,117,63,0,12,167,428,4,35,0,12,0,9,10,12,5,7,34,24,5.7,5.1,3.4,4.3,35432.0,8427.0,3.9,4.5,18.9,10.8,21.3,10.0,9.8,5.4,0.0,3.0,14.0,35.7,0.4,3.3,0.0,1.5,0.0,2.3,2.4,2.9,1.2,1.7,2.8,1.9,0.2289,0.1325,0.4303,0.2229,1.0146,0.1818,0.9096,0.3133,0.2651,0.0,1.488,0.1928,0.0542,0.3855,0.4397,0.1506,0.0,0.0,0.2169,0.1152,0.6566,0.9887,0.0424,3.931,0.0549,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,262,164,21.9,12.6,626
02,ALASKA,AK,02020,Anchorage,02020001300,"Census Tract 13, Anchorage Municipality, Alaska",1.05045419783,3127,191,1317,31,1188,69,122,72,44,46,62705,7197,25,28,577,68,663,81,192,83,54,55,642,305,14,40,7,13,76,62,15,21,38,31,29,15,4.0,2.3,2.7,2.8,62705.0,7197.0,1.1,1.3,18.5,2.2,21.2,2.2,6.2,2.6,4.5,4.7,20.5,9.7,0.5,1.4,0.5,1.0,5.8,4.6,1.3,1.8,3.2,2.6,0.9,0.5,0.1024,0.0783,0.0303,0.0361,0.2471,0.0061,0.8976,0.2952,0.0663,0.1265,1.3856,0.1566,0.241,0.4458,0.6868,0.3554,0.2771,0.7212,0.1145,0.3152,0.4157,1.8437,0.2909,4.1632,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,142,7.2,4.4,3363
02,ALASKA,AK,02090,Fairbanks North Star,02090001700,"Census Tract 17, Fairbanks North Star Borough, Alaska",1320.942572096022,1202,196,1386,70,456,76,102,77,18,25,38341,9043,3,7,183,75,277,70,136,74,22,27,105,272,0,36,0,12,105,59,31,25,5,8,0,9,8.5,6.4,3.1,4.3,38341.0,9043.0,0.4,0.9,15.2,6.2,23.0,4.5,11.5,5.8,4.8,6.1,8.7,22.6,0.0,3.2,0.0,0.9,7.6,4.2,6.8,5.5,1.1,1.7,0.0,0.7,0.4217,0.1024,0.2727,0.006,0.8028,0.1212,0.7952,0.4277,0.4036,0.1627,1.7892,0.3373,0.006,0.0,0.006,0.006,0.0,0.8061,0.6627,0.097,0.0,1.5658,0.1636,4.1638,0.0671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,75,7.8,5.9,521
02,ALASKA,AK,02110,Juneau City and Borough,02110000100,"Census Tract 1, Juneau City and Borough, Alaska",552.633516948252,4801,330,2081,92,1981,114,187,87,96,60,52894,5310,73,64,620,120,995,186,589,221,58,38,824,442,32,44,124,70,0,9,61,40,49,61,110,80,4.0,1.8,3.3,2.0,52894.0,5310.0,2.1,1.9,12.9,2.4,20.7,3.6,12.4,4.6,2.9,1.9,17.2,9.1,0.7,1.0,6.0,3.4,0.0,1.0,3.1,2.0,2.5,3.0,2.3,1.7,0.1024,0.1205,0.0545,0.0663,0.3437,0.0364,0.6988,0.2711,0.512,0.0663,1.5482,0.2229,0.1386,0.4759,0.6145,0.2892,0.6325,0.0,0.3072,0.2606,0.6145,1.8148,0.2606,4.3212,0.0732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,156,7.5,3.1,5068
02,ALASKA,AK,02090,Fairbanks North Star,02090001800,"Census Tract 18, Fairbanks North Star Borough, Alaska",447.463733711052,3162,348,1207,116,1047,133,114,147,44,34,29391,2815,41,42,21,34,899,171,58,38,50,43,842,466,0,36,63,30,0,9,16,27,18,19,389,149,4.1,5.2,5.0,3.7,29391.0,2815.0,2.8,2.8,0.7,1.1,28.4,4.4,2.9,1.9,4.8,4.1,26.6,14.4,0.0,1.2,5.2,2.5,0.0,1.6,1.5,2.6,1.7,1.8,12.3,4.5,0.1145,0.3193,0.7394,0.1145,1.2877,0.2788,0.012,0.7771,0.0181,0.1627,0.9699,0.0361,0.3614,0.0,0.3614,0.0964,0.6145,0.0,0.1506,0.1697,0.8976,1.8324,0.2788,4.4514,0.0793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,40,2.6,2.0,3929
02,ALASKA,AK,02020,Anchorage,02020000204,"Census Tract 2.04, Anchorage Municipality, Alaska",197.01013044871,3415,365,1206,27,1116,81,52,46,77,47,50555,6546,123,59,343,77,615,145,285,111,67,59,807,474,56,68,33,32,13,15,14,23,10,15,469,169,1.8,1.6,4.6,2.8,50555.0,6546.0,4.9,2.3,10.0,2.2,18.0,3.8,9.8,3.5,6.0,5.3,23.6,13.7,1.7,2.1,2.7,2.7,1.1,1.3,1.3,2.1,0.9,1.4,13.7,4.7,0.0241,0.2651,0.0727,0.2892,0.6511,0.0788,0.4157,0.1446,0.2651,0.2892,1.1146,0.0663,0.3253,0.6928,1.0181,0.5422,0.4759,0.3091,0.1145,0.0667,0.9036,1.8698,0.3152,4.6536,0.0854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,256,165,8.8,5.4,1855
02,ALASKA,AK,02020,Anchorage,02020002501,"Census Tract 25.01, Anchorage Municipality, Alaska",1.767474955582,5361,410,2063,63,1946,97,127,117,81,51,39100,3022,238,121,480,85,1250,214,374,106,105,83,2325,532,122,98,92,40,0,13,40,44,64,66,22,30,2.4,2.2,2.7,1.7,39100.0,3022.0,6.4,3.1,9.0,1.7,23.3,3.6,7.0,2.0,5.4,4.3,43.4,9.4,2.5,2.0,4.5,2.0,0.0,1.0,2.1,2.3,3.3,3.3,0.4,0.6,0.0482,0.0783,0.2485,0.4458,0.8208,0.1273,0.3133,0.4458,0.0964,0.241,1.0965,0.0542,0.5964,0.7892,1.3856,0.759,0.5904,0.0,0.1747,0.3212,0.2711,1.3574,0.1091,4.6603,0.0915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822,287,15.4,5.3,6528
02,ALASKA,AK,02170,Matanuska-Susitna,02170001100,"Census Tract 11, Matanuska-Susitna Borough, Alaska",23.430760874534,7003,412,2010,42,1919,50,301,85,206,76,36658,2275,172,74,669,115,1977,184,653,130,146,45,1378,570,56,62,31,21,13,12,49,24,20,17,14,11,4.3,1.2,5.7,2.0,36658.0,2275.0,3.9,1.5,9.6,1.7,28.2,2.0,9.4,2.0,7.6,2.4,19.7,8.1,0.9,1.0,1.5,1.1,0.6,0.6,2.6,1.3,1.0,0.9,0.2,0.2,0.1325,0.3976,0.3576,0.2229,1.1106,0.2182,0.3554,0.7711,0.2289,0.3976,1.753,0.3133,0.2108,0.5361,0.7469,0.3795,0.4096,0.2182,0.2289,0.0848,0.1265,1.068,0.0545,4.6785,0.0976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,203,11.0,2.6,7015
02,ALASKA,AK,02020,Anchorage,02020002301,"Census Tract 23.01, Anchorage Municipality, Alaska",19.6194642484,7307,647,2680,91,2448,171,169,133,253,128,54366,7988,192,160,708,150,1832,328,473,260,253,139,2280,915,189,123,14,26,35,41,68,66,0,13,21,9,2.3,1.8,6.3,3.2,54366.0,7988.0,3.9,3.2,9.7,2.1,25.1,3.9,6.5,3.4,10.3,5.6,31.2,12.2,2.8,1.8,0.5,1.0,1.3,1.5,2.8,2.7,0.0,0.8,0.3,0.1,0.0422,0.4398,0.0485,0.2229,0.7534,0.103,0.3675,0.5482,0.0783,0.6145,1.6085,0.247,0.4458,0.8253,1.2711,0.6928,0.2771,0.3333,0.2651,0.0,0.1867,1.0622,0.0485,4.6952,0.1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,326,10.3,4.4,11239
02,ALASKA,AK,02020,Anchorage,02020000400,"Census Tract 4, Anchorage Municipality, Alaska",20.437447976438,5064,515,1572,85,1448,127,185,199,30,46,22495,1532,18,19,10,15,1608,260,26,30,29,30,2486,609,8,51,9,19,0,13,0,18,61,56,809,261,4.4,4.7,2.2,3.2,22495.0,1532.0,0.9,1.0,0.2,0.3,31.8,4.0,0.8,0.9,2.0,2.1,49.1,11.0,0.2,1.2,0.6,1.2,0.0,1.3,0.0,1.3,4.2,3.9,16.0,4.9,0.1386,0.0663,0.9152,0.0241,1.1442,0.2303,0.006,0.9217,0.006,0.0361,0.9698,0.0301,0.7048,0.2289,0.9337,0.4639,0.3133,0.0,0.0,0.4,0.9398,1.6531,0.1939,4.7008,0.1098,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,3,101,79,3.0,2.2,5020
02,ALASKA,AK,02020,Anchorage,02020000201,"Census Tract 2.01, Anchorage Municipality, Alaska",1.28429494362,4780,341,1783,51,1654,93,438,243,113,54,37971,4566,102,57,236,90,1556,206,259,109,175,90,1294,466,33,64,29,27,0,9,46,51,49,37,0,9,9.2,4.9,4.7,2.2,37971.0,4566.0,3.8,2.1,4.9,1.8,32.6,3.6,5.7,2.3,10.6,5.4,27.1,9.6,0.8,1.5,1.6,1.5,0.0,1.1,2.8,3.1,3.0,2.2,0.0,0.2,0.4699,0.2771,0.2909,0.2169,1.2548,0.2606,0.0422,0.9337,0.0482,0.6627,1.6868,0.2711,0.3735,0.5,0.8735,0.4398,0.4277,0.0,0.2651,0.2848,0.0,0.9776,0.0364,4.7927,0.1159,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,477,180,10.5,3.7,2720
02,ALASKA,AK,02122,Kenai Peninsula,02122000900,"Census Tract 9, Kenai Peninsula Borough, Alaska",46.516031501836,2437,148,1173,42,901,46,104,49,52,26,37167,2499,56,24,382,50,560,80,226,44,66,25,311,203,7,37,0,12,22,12,42,18,18,13,92,18,4.4,2.0,4.2,2.0,37167.0,2499.0,3.3,1.4,15.7,2.0,23.0,3.0,9.3,1.8,7.3,2.9,12.8,8.3,0.3,1.6,0.0,1.1,1.9,1.0,4.7,2.0,2.0,1.5,3.8,0.7,0.1386,0.241,0.3333,0.1687,0.8816,0.1394,0.8193,0.4277,0.2229,0.3795,1.8494,0.3795,0.0361,0.3253,0.3614,0.0964,0.0,0.4182,0.4819,0.2,0.7169,1.817,0.2727,4.9094,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,72,9.4,2.8,894
02,ALASKA,AK,02020,Anchorage,02020000102,"Census Tract 1.02, Anchorage Municipality, Alaska",65.166089767634,5439,561,2134,98,1929,152,431,380,120,91,40244,6884,106,78,354,114,1324,312,287,122,176,116,1177,833,47,96,176,83,226,121,56,73,7,14,18,14,7.9,7.0,3.9,3.0,40244.0,6884.0,2.9,2.0,6.5,2.1,24.3,5.2,5.4,2.4,9.1,6.0,21.6,15.2,0.9,1.9,8.2,3.9,10.6,5.6,2.9,3.8,0.4,0.7,0.3,0.3,0.3795,0.1988,0.2364,0.1265,0.9412,0.1636,0.0843,0.506,0.0361,0.5482,1.1746,0.0723,0.253,0.5361,0.7891,0.3976,0.7048,0.8727,0.2892,0.0242,0.1867,2.0776,0.3455,4.9825,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,361,14.3,6.6,4191
02,ALASKA,AK,02130,Ketchikan Gateway,02130000100,"Census Tract 1, Ketchikan Gateway Borough, Alaska",4833.939229719744,3560,159,1724,58,1393,62,271,86,90,26,41456,3722,109,39,561,72,859,88,371,73,131,39,567,219,0,36,4,11,109,35,20,14,58,28,7,4,7.7,2.4,4.6,1.3,41456.0,3722.0,4.3,1.5,15.8,2.0,24.1,2.2,10.5,2.0,9.4,2.8,15.9,6.1,0.0,1.1,0.2,0.7,6.3,2.0,1.4,1.1,4.2,1.9,0.2,0.1,0.3554,0.2651,0.1818,0.2651,1.0674,0.2061,0.8313,0.494,0.3373,0.5723,2.2349,0.6687,0.0964,0.0,0.0964,0.0301,0.1928,0.7515,0.1325,0.4,0.1265,1.6033,0.1758,5.002,0.1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,96,9.6,2.7,2428
02,ALASKA,AK,02020,Anchorage,02020001500,"Census Tract 15, Anchorage Municipality, Alaska",1.287762911784,5388,559,2114,64,1890,152,298,189,66,52,47183,5037,142,143,1027,187,906,214,761,219,87,90,1880,685,63,75,80,47,0,13,41,40,57,46,69,49,5.6,3.4,2.1,1.7,47183.0,5037.0,3.5,3.4,19.1,3.7,16.8,3.6,14.3,3.8,4.6,4.8,34.9,12.2,1.2,1.5,3.8,2.2,0.0,0.9,2.2,2.2,3.0,2.4,1.3,0.9,0.2229,0.0602,0.0909,0.1928,0.5668,0.0667,0.9157,0.1145,0.6807,0.1446,1.8555,0.3916,0.494,0.6145,1.1085,0.5783,0.5482,0.0,0.1867,0.2848,0.506,1.5257,0.1515,5.0565,0.1402,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,411,200,7.7,3.3,8315
02,ALASKA,AK,02020,Anchorage,02020002711,"Census Tract 27.11, Anchorage Municipality, Alaska",2.863453281926,6963,444,2494,113,2451,121,75,57,125,74,50927,5388,170,116,808,179,1899,225,720,218,184,114,2026,669,73,89,95,84,0,13,171,96,29,36,41,32,1.1,0.8,3.3,2.0,50927.0,5388.0,3.5,2.4,11.6,2.4,27.3,2.7,10.4,2.9,7.5,4.7,29.1,9.4,1.2,1.4,3.8,3.4,0.0,0.8,7.0,3.9,1.2,1.5,0.6,0.5,0.006,0.1205,0.0667,0.1928,0.386,0.0424,0.5542,0.7108,0.3253,0.3855,1.9758,0.4699,0.4217,0.6145,1.0362,0.5602,0.5482,0.0,0.6867,0.1152,0.3193,1.6694,0.2,5.0674,0.1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,430,12.5,6.1,3296
02,ALASKA,AK,02090,Fairbanks North Star,02090001400,"Census Tract 14, Fairbanks North Star Borough, Alaska",25.110978708626,6870,595,3226,188,2631,216,501,270,321,169,35171,3266,153,118,604,283,1526,257,882,276,251,159,1890,846,0,52,0,18,167,146,59,66,102,122,5,3,7.4,3.8,8.1,4.0,35171.0,3266.0,3.3,2.5,8.8,4.2,22.2,3.2,13.3,4.3,9.5,6.0,27.5,12.1,0.0,0.8,0.0,0.6,5.2,4.5,2.2,2.5,3.9,4.6,0.1,0.0,0.3253,0.5904,0.4545,0.1687,1.5389,0.3636,0.2892,0.3675,0.5904,0.5783,1.8254,0.3675,0.3795,0.0,0.3795,0.1205,0.0,0.6848,0.1867,0.3758,0.0964,1.3437,0.103,5.0875,0.1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,324,10.9,4.7,3233
02,ALASKA,AK,02150,Kodiak Island,02150000500,"Census Tract 5, Kodiak Island Borough, Alaska",23.205705493652,1354,206,372,73,340,70,77,63,4,7,21946,3184,6,10,12,18,557,112,34,30,17,17,329,295,1,35,28,30,0,9,9,17,12,18,139,84,6.3,5.2,1.3,2.2,21946.0,3184.0,0.9,1.4,0.9,1.3,41.1,5.4,3.5,3.0,5.0,5.0,24.3,21.5,0.1,3.2,7.5,8.0,0.0,5.2,2.6,5.1,3.5,5.1,10.3,6.0,0.2651,0.0241,0.9333,0.0241,1.2466,0.2485,0.0181,1.0,0.0241,0.1867,1.2289,0.0783,0.3373,0.1627,0.5,0.2169,0.6747,0.0,0.2289,0.3455,0.8795,2.1286,0.3576,5.1041,0.1585,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,16,24,1.6,2.4,1462
